states,actions,rtgs,next_states,terminals,idxes,weights
"[0.6192270112010965, 0.9968860098697411, 0.06504756886081864, 0.04047550956177197, -0.018676997537072908, -0.45943190545871554, 1.187135605595617, 0.5158529409717204, -1.224725441786964, 0.125428823771415, -0.9025302804739095, -0.010252835799484088, 0.5368089597220047, -0.8392152404294125, 0.09197092498470777, -0.2109762108216765, -0.07676445667390336, -1.1342369758239013, -1.041737144118105, 2.586244379105503, -2.1442710671415317, -0.9026793356838944, -0.11024134202187408, 3.7070293357754176, 6.785516512841779, 1.8063257665265913, -3.0192174057263403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.00529751181602478, 0.398302286863327, 0.19384947419166565, 1.0071322917938232, -0.6615292429924011, 0.556574821472168, -0.20907644927501678, -0.7585452198982239]",-35.75263977050781,"[0.5982888135276188, 0.9981540331013731, 0.0456726105998119, 0.0013822933257004487, -0.04000785059988043, -0.297674601862868, 1.249616347915438, 0.3507016639410806, -1.1276911862680852, 0.267417984929174, -0.7105903850806262, 0.07669644086040572, 0.5291347946134416, -0.8014486202473001, -0.18893888129143777, -0.6530550359748728, -1.3716739226900914, -1.7805221500942607, -0.37914265651416434, 3.8717579484399485, 1.4255728082953167, -5.664552787884716, 3.9567454657350605, 1.9894736366687562, 0.9351691829725004, 1.6720168843551921, 1.561576714525006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,5,1.0
"[0.756183583519024, 0.9790524212193675, -0.03661875201779222, 0.05094626692003743, -0.19370054566796263, 0.5239225311320824, 0.7636382629361921, 0.5313637500032542, -0.5014524975767624, 0.5280372505418984, -1.2278104800010314, 0.09007792022795011, 1.2139769667192604, -0.0013344843508784274, -0.37266549647421937, 1.5439007265471523, -0.22739323929372818, 0.6789957014649367, -1.1788935562211356, 1.3370126609867024, -2.806745316274225, -0.22807795523261704, -0.5105735634399882, 7.358962791466741, 0.1496038144526406, 4.488671244520154, -2.311307965701192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5758212208747864, 0.9321832656860352, -0.11885689198970795, -0.27611640095710754, 0.7041532397270203, 0.11960075795650482, 0.27408072352409363, 0.3725099563598633]",-26.922060012817383,"[0.8209033496194775, 0.9754874670674958, -0.05018788109168301, 0.05859403928157249, -0.206087643361844, 0.525223161125728, 0.5761239353800424, 0.5263670363745263, -0.5190702208686091, 0.5555564129783332, -1.15252324342938, 0.41335057051910007, 1.246933474413605, 0.12888599821440777, -0.5842639465878011, 1.02394408928664, -0.7044557874403949, 0.12526443109291321, -0.48369529459208793, -0.5341814406571923, -4.679034831629286, -0.030089936249772988, -0.1606414172969911, -0.9372612909243093, 2.841666431414656, 8.427606611906478, 0.609303292979569, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,19,1.0
"[0.8209033496194775, 0.9754874670674958, -0.05018788109168301, 0.05859403928157249, -0.206087643361844, 0.525223161125728, 0.5761239353800424, 0.5263670363745263, -0.5190702208686091, 0.5555564129783332, -1.15252324342938, 0.41335057051910007, 1.246933474413605, 0.12888599821440777, -0.5842639465878011, 1.02394408928664, -0.7044557874403949, 0.12526443109291321, -0.48369529459208793, -0.5341814406571923, -4.679034831629286, -0.030089936249772988, -0.1606414172969911, -0.9372612909243093, 2.841666431414656, 8.427606611906478, 0.609303292979569, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.8807750940322876, 0.10117223858833313, 0.034953340888023376, -0.41162925958633423, -0.9039312601089478, -0.712688148021698, 0.6000405550003052, 1.8441790342330933]",-27.311370849609375,"[0.8607233185310555, 0.9784992203155234, -0.038917167645616126, 0.06225348237536335, -0.19274136514121015, 0.5036988437823366, 0.49055493149838264, 0.3604928936330625, -0.657795140343715, 0.530189533490733, -0.8303660547080424, 0.5476531305675525, 1.2316760278584744, 0.17713915535288782, -0.4350315688572276, 0.5503414318886655, 1.383834249509217, 0.20609354234423538, 1.488642821164501, -0.3250840843238354, 0.7829019762823722, -6.552588370556204, -5.343717773531053, -0.19440880348611858, 9.985583490450965, -2.0623745237316746, -0.3294505968560111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,20,1.0
"[0.5256177663691377, 0.9669212528692971, -0.06784238395965146, 0.061357193895600196, -0.23810921117335862, -0.5972498328053273, 0.5151608690380203, 0.371050636589286, -0.6106732865953238, -0.17688473094820698, -1.2509204713708146, -0.5936988727077486, 0.9322535300127119, -0.407590956212425, 0.5997531712985967, 1.1789839078825495, 0.9084671012286196, 0.45860395358743455, 4.875738245408446, -4.690344716935943, 0.26987855737297756, -6.5654236233770575, -1.7609792214724134, -4.582844431359787, 1.0659012811610207, 0.9776415779178231, -4.920340995252552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.2621917724609375, -0.4348939061164856, -0.11452007293701172, -0.7591848969459534, 0.1679559350013733, -1.6823844909667969, 0.8210366368293762, 0.16452285647392273]",-17.463726043701172,"[0.5739255150140224, 0.9839856263010845, -0.02657374950787991, 0.08014443419665154, -0.1569808674242015, -0.5635313717665493, 0.5206633057500765, 0.08279861241070333, -0.8798073026446733, -0.24937124239066424, -1.1689389462160396, -0.5402693919140663, 0.6122610158295577, -0.4227652755034501, 0.5689173544384765, 0.7173917050189785, 1.8459961915531602, 1.257848448052399, 2.8674882485559987, 1.4539484295160297, 0.03011118693727245, -4.99662852839601, -8.9492402873882, 1.6211827700014738, 2.2081270971090303, 0.5897497456577323, -7.86201001707402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,35,1.0
"[0.6072158402070394, 0.9967120627220075, 0.07537801984648887, -0.027701619662137387, -0.010762825677184137, -0.49498960220663946, 0.7387049174935707, -0.3809185704089805, -1.222300992397928, 0.2015583743047299, -0.4836836448334122, 0.5188107285750796, 1.1122050272186743, -0.4938989977400092, 1.3156842334746446, 0.1944625339632072, -1.3356932762235028, -2.6907737882758775, -0.18679191627506483, -8.33087795426893, -5.364345510563509, 5.342764273798977, -0.002741078736651853, 6.935203475436489, -0.5497221870288634, -2.8324706370160984, 10.317415446486432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.016596414148807526, -0.960760235786438, -0.51903235912323, 0.4321514964103699, 0.3653382956981659, -0.08775751292705536, 0.3604516088962555, -0.13192059099674225]",-9.326266288757324,"[0.606919825626431, 0.9932937035419759, 0.061799596318496186, -0.07707536417602506, -0.060065103311898335, -0.5562564011087396, 0.5560143243787472, -0.052834130699365114, -1.222247561378506, 0.5814807748141291, -0.537841734451373, 0.3850168720281967, 1.258057142128472, 0.03841781109257841, 0.6163538313747066, 0.2270452092244805, 1.3572581346133845, -1.5759451203896582, -2.2794576376149025, 0.8845802893789857, -1.9543555901795688, 7.68971064103447, -0.0008926889652876649, 3.175758895073609, -1.5299152990924672, -2.5500624728071184, -2.715352348085088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.07524382034945365, -1.0, 1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,43,1.0
"[0.7351674390051972, 0.9645948688309868, -0.11787629583028489, -0.23483607028822123, 0.022670200657443924, 0.20381748553480045, 0.9061616669512313, -0.5271537767057745, -0.5144418901850433, -0.12522920731123321, -0.7590912440233765, 0.5387049483661537, 1.2261039134513703, 2.390897742043348, -0.8162651835728374, -1.123047451933033, 2.709487603211049, -0.3808516661400737, 1.5751136766713127, -0.025401047699496304, -5.6871256560785755, 0.063047782364639, -0.2505806907119633, -10.067202090792833, 10.776530236889695, -1.6036350828914196, -0.061285908748480666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.3483560085296631, 0.5403820276260376, -0.587256669998169, 0.034789152443408966, 0.7150166034698486, -0.7245789766311646, -0.37870198488235474, 1.3226110935211182]",-11.773128509521484,"[0.6763600623344314, 0.9736534353434583, -0.027468147998741723, -0.21717315890945993, 0.06387728656328932, 0.09737483938268757, 0.6354504676169154, -0.40104955319087177, -0.657958818266674, -0.6167888370412297, -0.444387719899527, 0.3971068298331147, 1.2238714075663712, 2.2334949307372414, -0.36859059265542954, -0.9710882497104574, 4.052333593609477, 3.3805599470433263, -0.540746438804433, -4.186122755169102, -5.1780396958316155, 4.965698054043125, -5.465937291327507, -2.344802981300746, -1.290579921431122, -4.026774510157446, -0.021452526474530532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,54,1.0
"[0.6337114030528616, 0.9832908792976165, 0.018661394405202543, -0.05806401242081391, 0.17152075533465153, -0.5771718356254556, 0.5212651507479101, 0.1256328239895338, -0.5817441309974373, 0.40520791702339376, -0.9396237016065859, -0.3949855798547433, 0.5093838685811324, 0.40454371010840107, 1.595865519613783, -0.7820764308537413, -1.5077170692759871, 1.1346854004938192, -0.421723681327498, -3.793907716335119, -0.022458953347046937, 7.877113270544289, 0.4741010619145735, 14.429522318371891, -4.709760311665974, -4.32729382002873, 0.4447170621918288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-1.6766434907913208, -0.5960000157356262, -0.12011494487524033, 0.09495744109153748, 0.766564667224884, -1.330074667930603, 0.23884621262550354, 2.032639980316162]",-12.664107322692871,"[0.5836505061857784, 0.9849901739326956, -0.012699315519371385, -0.045008750783327896, 0.166154437179095, -0.554728999101026, 0.5380318946009166, 0.5971479133743158, -0.7409044053798165, 0.6000707637920687, -0.9853006169082577, -0.574732546524598, 0.5200670702217021, 0.6966129469487032, 1.142522808129163, -1.2573952203329108, -0.9582309784505783, 0.8598190726687629, 0.7609147098689218, 1.0239642239919517, 0.6719021185141383, 3.719908153637771, -6.790411442493507, -1.9754300663891105, 2.7963655756463046, 0.6880457222493308, 0.07283405970871945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,61,1.0
"[0.7023679386706472, 0.9743281843498304, 0.03287554181121624, 0.04166515586297264, 0.21878711735176742, -0.33486457613908893, 1.1078721911163936, 0.4614686299852825, -1.2231254441994142, -0.18802079523630522, -1.234447941192189, -0.5121240599292891, 0.9054231598438657, 1.4372367874922174, -0.503087907023706, 1.3149239067482257, 0.7386085459382784, -0.26966902723566705, -0.2120218584025389, 3.5139155785947525, 3.377564789191423, -1.5697233911527808, -0.05433451027774755, -6.030259358344701, 0.33741034119838353, 0.6048580757595773, 3.649649049795033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.13702267408370972, -1.7401459217071533, 0.07965996861457825, -1.1894360780715942, -0.19016969203948975, 0.8795291781425476, 0.11964602768421173, 0.09229782968759537]",-8.961599349975586,"[0.7492926999684929, 0.9747781787485384, 0.05128572389898106, 0.045502505966879506, 0.21238361215163126, -0.14891199653622417, 1.0893541056254639, 0.35023852860290994, -1.0649433159468946, -0.4602491761866777, -1.2009259403164816, -0.45753702256734796, 0.9003422885522837, 1.3342077302316946, -0.5760026507150103, 0.549606183746097, 0.6798405087110849, 0.18280413737028142, -0.2611227167065545, 3.9186857940863473, -4.057312609292921, -2.866508075454045, 6.330486402864082, -4.869094036719096, 0.9969478058122512, 1.5704975870184206, -3.790094971266268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,65,1.0
"[0.47114137716353466, 0.9766494972860654, -0.04797713008699271, 0.019276803696322245, -0.2085242414654593, -0.019786054133400552, 0.543985511682669, -0.5678334013790023, -0.5161440903885235, 0.4635637716378558, -0.7121973908255588, -0.40723304586482284, 0.5105566540238782, -0.047490561240511125, -1.5258923801330313, -0.4109355830928054, 0.8618782363186692, -0.982294318199574, -1.1662051185736282, 6.423436492313273, 1.7039096825790494, -0.5686574879361697, -0.1760597207474099, -3.6349990538337837, -7.918656843155459, -2.820329504899672, 0.36428426475414505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-1.4405394792556763, 1.243758201599121, 0.911996066570282, -0.28540360927581787, -0.8468177914619446, 0.27013158798217773, -0.11225365102291107, -0.6346516609191895]",-5.899357318878174,"[0.520141188332727, 0.9664178675773563, -0.07128986115279273, 0.014645025107424717, -0.2464544261393051, 0.4540093402063596, 0.55823886248458, -0.5404208138575541, -0.5215004750268922, 0.27179755102544706, -1.1877591048473635, -0.5704041847574731, 0.7136540058063878, 0.1269099016530459, -2.8862525762294244, 4.01496495847797, -3.351651840624791, -0.6472757402495102, -2.986656272689465, 12.308671738172642, -1.6236660367697233, 0.497848703845154, -0.047379867675716225, -3.974198312157718, -10.449519376417738, 0.3039707685903774, 7.749130701060495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,79,1.0
